actual_arrival_delay_min,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,delayed,hour,scheduled_travel_time_min,transport_type_Metro,transport_type_Train,transport_type_Tram,weather_condition_Cloudy,weather_condition_Fog,weather_condition_Rain,weather_condition_Snow,weather_condition_Storm,event_type_Festival,event_type_No events,event_type_Parade,event_type_Protest,event_type_Sports,season_Spring,season_Summer,season_Winter
21,2.7,67,28,14.0,500,67,1,0,3,1,6,45.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
9,26.7,77,50,16.2,0,15,0,1,3,1,6,29.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
14,-3.6,70,41,6.9,0,75,0,1,3,1,6,54.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
17,34.3,88,28,18.6,0,85,0,0,3,1,6,38.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
-3,29.6,96,1,2.4,2000,98,0,0,3,0,7,25.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
4,18.2,95,59,0.6,0,62,0,1,3,0,7,45.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
17,-0.5,56,16,6.0,50000,55,0,0,3,1,7,38.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
17,3.6,61,56,15.9,0,79,0,0,3,1,7,22.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,6.2,85,55,13.5,0,23,1,0,3,1,8,31.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
15,4.6,39,44,8.7,10000,98,1,0,3,1,8,44.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
19,14.9,69,30,5.1,10000,27,0,0,3,1,8,19.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,32.8,46,27,1.2,0,92,0,0,3,0,8,22.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
4,12.8,87,42,6.8,50000,84,0,1,3,0,9,48.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7,21.5,35,47,9.2,0,88,0,0,3,1,9,51.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
12,22.5,68,51,13.7,500,30,0,0,3,1,9,43.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
20,29.9,47,38,12.9,0,14,0,0,3,1,9,34.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
17,-3.6,71,59,18.9,0,41,0,1,3,1,10,54.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
19,11.2,33,29,2.0,0,98,0,0,3,1,10,38.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,26.4,49,34,6.7,0,49,0,0,3,0,10,50.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3,27.6,57,47,9.6,0,85,1,0,3,0,10,34.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
-2,32.1,69,50,13.4,0,4,0,0,3,0,11,29.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
26,23.1,94,19,9.9,50000,47,0,1,3,1,11,21.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
9,4.8,73,15,18.3,0,12,0,0,3,1,11,37.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
19,15.2,52,33,12.2,0,31,0,0,3,1,11,42.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
25,-3.7,86,13,0.8,2000,66,0,1,3,1,12,43.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
16,20.9,76,25,2.3,0,78,0,0,3,1,12,27.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
29,17.2,42,19,15.1,0,90,0,0,3,1,12,41.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
25,21.7,45,41,14.3,0,90,1,0,3,1,12,30.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
11,32.2,84,50,3.1,0,29,0,0,3,1,13,27.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
19,22.5,94,23,1.2,50000,5,0,0,3,1,13,42.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1,7.8,45,42,11.6,0,24,0,0,3,0,13,26.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25,2.9,66,17,12.7,0,27,0,0,3,1,13,46.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4,29.2,81,42,2.7,0,61,0,0,3,0,14,17.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
18,2.8,39,8,9.5,0,21,0,0,3,1,14,36.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
25,1.5,67,18,6.1,0,67,0,1,3,1,14,47.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
-2,3.3,73,19,18.6,500,14,0,1,3,0,14,29.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
-3,15.4,83,41,4.4,2000,25,0,0,3,0,15,52.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
16,-0.0,80,29,14.7,10000,62,0,1,3,1,15,44.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
17,32.5,81,25,10.4,0,17,0,0,3,1,15,37.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
4,33.7,99,30,0.2,0,72,0,0,3,0,15,54.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
23,34.0,88,34,10.3,50000,62,0,0,3,1,16,58.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2,-3.4,42,2,2.0,0,61,0,0,3,0,16,24.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
15,32.8,70,55,13.2,50000,67,1,0,3,1,16,55.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
14,34.9,41,39,11.3,10000,47,0,0,3,1,16,30.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
-3,32.7,79,28,0.2,50000,49,0,0,3,0,17,29.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21,21.8,86,5,4.1,0,62,0,0,3,1,17,25.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
23,23.0,79,51,15.5,0,68,0,1,3,1,17,37.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,-0.1,86,0,5.5,500,5,0,0,3,0,17,33.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
25,30.0,83,51,10.0,2000,57,0,0,3,1,18,49.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
27,-2.6,95,23,6.2,0,50,0,1,3,1,18,24.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
15,7.7,37,37,18.4,2000,11,0,0,3,1,18,26.0,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
2,34.6,92,33,10.7,0,94,0,0,3,0,18,28.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21,11.9,38,50,13.9,0,46,0,0,3,1,19,58.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
27,0.2,89,59,1.7,10000,8,0,1,3,1,19,45.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
5,33.8,92,6,0.8,0,6,0,1,3,0,19,48.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
16,34.4,32,10,5.2,0,28,1,0,3,1,19,53.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
6,2.5,42,10,6.2,0,77,0,0,3,1,20,21.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,29.6,38,35,13.8,0,50,0,0,3,1,20,30.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
9,10.6,81,19,11.4,0,83,0,0,3,1,20,40.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
-2,10.3,91,15,7.5,0,54,0,1,3,0,20,54.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
17,5.5,37,4,13.1,0,95,0,0,3,1,21,27.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
29,-3.2,74,23,3.3,10000,58,0,0,3,1,21,20.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20,5.7,82,29,1.3,50000,55,0,0,3,1,21,24.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
5,-2.8,92,29,17.1,0,21,0,0,3,0,21,54.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-2,32.0,86,38,11.3,0,99,0,1,3,0,22,44.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
26,21.5,83,56,13.0,0,17,0,1,3,1,22,38.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
18,30.5,48,47,6.1,2000,57,0,0,3,1,22,57.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7,23.7,96,46,7.4,500,39,0,1,3,1,22,40.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
13,0.3,75,36,1.6,50000,88,0,0,3,1,23,39.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9,32.6,39,32,17.1,0,30,0,0,3,1,23,43.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3,31.0,47,19,11.8,2000,55,0,0,3,0,23,48.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
12,8.9,41,53,1.7,0,34,0,0,3,1,23,51.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
29,-0.5,78,21,16.1,50000,25,0,0,4,1,0,31.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3,23.2,52,40,8.9,0,67,0,0,4,0,0,39.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7,24.1,91,57,15.3,0,83,0,0,4,1,0,33.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,30.9,40,20,0.3,500,33,0,0,4,0,0,23.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
16,-2.9,85,36,0.6,10000,75,0,0,4,1,1,44.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22,0.7,84,53,3.4,0,15,0,0,4,1,1,23.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
8,18.9,54,26,4.2,0,41,0,0,4,1,1,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
26,19.8,38,37,15.3,0,4,0,1,4,1,1,47.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
24,-3.7,41,34,14.1,0,60,0,0,4,1,2,58.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,10.9,40,37,12.3,0,43,0,0,4,1,2,38.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
15,18.4,67,39,17.7,50000,34,0,0,4,1,2,47.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,24.5,57,59,4.9,0,90,0,0,4,0,2,40.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,7.6,37,5,18.1,500,0,0,0,4,0,3,26.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
23,14.4,76,31,18.2,500,97,0,0,4,1,3,47.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
24,27.6,65,15,8.7,10000,42,1,0,4,1,3,24.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
22,33.2,79,27,1.9,50000,31,0,1,4,1,3,24.0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
23,4.2,38,15,14.5,500,62,0,0,4,1,4,29.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
17,5.1,89,26,6.7,0,32,0,0,4,1,4,20.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
-3,32.6,96,52,15.9,0,94,0,0,4,0,4,54.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
24,10.8,82,2,3.3,0,76,0,0,4,1,4,51.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
11,23.7,46,48,10.8,0,65,0,0,4,1,5,38.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
13,19.5,82,20,10.2,0,29,0,0,4,1,5,48.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
22,6.4,57,37,2.0,500,9,0,0,4,1,5,53.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
16,21.1,92,37,7.3,0,22,0,1,4,1,5,47.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
21,21.2,44,29,1.7,0,96,0,0,4,1,6,53.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
9,18.7,48,21,9.3,50000,38,0,1,4,1,6,32.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
29,-1.0,99,18,16.9,0,44,0,0,4,1,6,48.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
21,34.8,76,30,5.4,0,28,0,0,4,1,6,23.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4,11.0,77,19,15.3,2000,29,0,0,4,0,7,39.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,20.5,49,46,3.7,500,33,0,0,4,0,7,50.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,30.4,66,18,13.5,0,51,0,0,4,0,7,51.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
19,11.9,31,1,18.3,2000,80,0,1,4,1,7,36.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
26,26.0,93,39,6.5,0,21,0,0,4,1,8,50.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10,33.9,65,38,18.0,0,4,0,1,4,1,8,44.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
19,9.4,34,26,10.1,0,10,0,1,4,1,8,50.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7,11.2,93,7,6.3,500,85,0,0,4,1,8,40.0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
27,31.2,36,44,17.9,0,31,0,0,4,1,9,51.0,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
2,1.4,99,53,0.6,2000,23,0,0,4,0,9,31.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
7,-3.9,51,26,0.6,0,10,0,1,4,1,9,31.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
9,31.4,75,14,12.0,10000,10,1,1,4,1,9,36.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
8,27.9,69,11,15.9,10000,16,0,0,4,1,10,33.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
-2,33.9,90,46,15.0,0,31,0,0,4,0,10,24.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
13,-2.7,75,13,1.6,0,82,0,0,4,1,10,25.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
24,1.2,57,6,19.0,2000,26,1,1,4,1,10,52.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
24,-0.8,64,16,14.1,0,31,0,1,4,1,11,38.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
18,22.3,30,25,19.0,0,60,0,0,4,1,11,49.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,19.2,58,36,6.6,0,24,0,0,4,0,11,57.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
11,9.4,38,19,13.9,0,63,0,0,4,1,11,44.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
28,-2.7,38,9,17.2,0,63,0,0,4,1,12,36.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7,20.6,51,18,7.6,0,27,0,1,4,1,12,44.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20,17.8,92,17,19.3,500,39,0,0,4,1,12,24.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
-1,-0.5,95,29,5.3,0,90,0,0,4,0,12,50.0,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
26,31.4,87,29,6.3,0,13,0,0,4,1,13,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2,3.0,99,24,18.4,50000,41,0,0,4,0,13,30.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
-2,24.7,84,23,19.4,500,38,0,0,4,0,13,44.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10,30.4,42,9,5.7,0,1,0,1,4,1,13,39.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
14,18.2,48,1,2.7,0,80,0,0,4,1,14,32.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,4.9,62,37,15.2,0,0,0,0,4,1,14,31.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
9,7.4,94,31,18.6,0,31,1,0,4,1,14,36.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
22,30.4,89,34,12.0,50000,82,0,0,4,1,14,39.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
8,6.9,41,50,12.7,500,63,0,0,4,1,15,42.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
14,24.8,72,36,15.3,50000,77,0,0,4,1,15,37.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
5,34.6,46,6,3.1,10000,30,0,0,4,0,15,39.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
17,35.0,97,6,19.5,0,57,0,0,4,1,15,41.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
20,16.3,58,26,7.3,500,81,0,1,4,1,16,43.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
4,28.1,84,9,12.6,10000,77,0,0,4,0,16,36.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
29,34.6,36,32,9.4,0,13,0,0,4,1,16,52.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
19,10.0,73,42,9.4,0,87,0,0,4,1,16,47.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
9,5.1,34,54,14.1,0,68,0,1,4,1,17,32.0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
10,-0.4,89,6,19.9,0,15,0,0,4,1,17,21.0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
10,0.6,35,5,13.2,2000,68,0,0,4,1,17,48.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
12,29.1,36,5,15.9,500,53,0,0,4,1,17,19.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
22,18.5,75,12,0.6,50000,12,0,0,4,1,18,27.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
22,29.9,86,47,16.2,500,79,0,1,4,1,18,41.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
-3,26.6,83,12,6.0,10000,78,1,1,4,0,18,46.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
28,21.9,75,1,2.5,0,30,0,0,4,1,18,20.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
11,19.4,39,18,2.3,0,68,0,1,4,1,19,17.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
17,-3.1,33,50,13.6,50000,20,0,0,4,1,19,43.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
14,29.9,96,18,20.0,2000,29,0,0,4,1,19,23.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
26,11.7,54,49,13.3,500,22,0,1,4,1,19,44.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
9,17.4,90,56,5.2,0,37,0,0,4,1,20,26.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
20,-4.1,67,37,4.1,500,28,0,0,4,1,20,52.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
26,32.4,61,1,10.5,10000,76,0,1,4,1,20,46.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-2,31.1,52,50,1.3,0,31,0,0,4,0,20,42.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
15,16.7,66,25,8.0,2000,61,0,0,4,1,21,37.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
21,18.1,32,5,13.3,0,90,0,0,4,1,21,16.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
10,23.2,42,19,19.4,0,97,0,1,4,1,21,54.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2,5.6,63,22,8.5,2000,44,0,1,4,0,21,20.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8,3.9,94,53,4.0,0,48,0,0,4,1,22,19.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
16,22.0,37,14,16.3,0,32,0,1,4,1,22,53.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
19,-0.8,38,5,14.9,2000,3,0,1,4,1,22,33.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
26,13.2,57,27,17.2,2000,17,0,0,4,1,22,26.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,14.7,47,34,4.3,0,69,0,1,4,1,23,57.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
26,10.3,71,10,8.1,50000,63,0,0,4,1,23,34.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
26,2.4,70,7,19.6,0,27,0,0,4,1,23,45.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12,9.2,99,56,3.2,50000,57,0,0,4,1,23,57.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
20,8.5,62,53,13.4,2000,90,0,0,5,1,0,28.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
10,15.0,83,49,4.7,0,89,1,0,5,1,0,53.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
22,22.0,65,48,10.0,0,55,0,0,5,1,0,30.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4,33.7,85,50,16.0,0,19,0,0,5,0,0,35.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
10,0.8,46,50,9.8,0,76,0,0,5,1,1,45.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
27,29.9,39,23,16.1,500,91,0,0,5,1,1,20.0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
-2,6.4,73,20,8.5,0,33,0,1,5,0,1,50.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,18.7,31,48,20.0,0,86,0,1,5,0,1,22.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
-3,16.9,43,58,8.7,2000,9,0,1,5,0,2,35.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
16,17.3,70,35,3.0,0,93,0,0,5,1,2,46.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,23.9,31,6,8.0,0,21,0,1,5,1,2,58.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
21,10.3,48,4,14.9,0,4,0,0,5,1,2,43.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
21,7.8,30,57,17.0,2000,43,0,0,5,1,3,53.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
-1,29.1,31,28,9.2,500,8,0,0,5,0,3,42.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
1,3.8,56,15,11.9,2000,42,0,0,5,0,3,57.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
22,2.2,31,5,16.9,0,3,0,1,5,1,3,21.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-4.4,80,13,16.3,0,41,0,0,5,0,4,56.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3,3.4,39,57,13.2,0,64,0,0,5,0,4,51.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
26,15.7,48,51,16.3,0,97,0,1,5,1,4,44.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
26,16.5,42,1,11.5,0,40,0,0,5,1,4,30.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
15,5.2,77,24,0.1,0,63,0,1,5,1,5,22.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
29,-2.1,85,30,0.8,0,54,0,1,5,1,5,33.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29,24.8,85,49,19.6,10000,89,0,0,5,1,5,23.0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
10,25.3,79,49,2.9,0,17,0,0,5,1,5,42.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6,34.9,74,12,8.1,0,15,0,0,5,1,6,30.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
24,31.0,88,59,18.7,50000,86,0,0,5,1,6,31.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
10,32.0,68,17,3.9,0,45,0,0,5,1,6,29.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
12,26.9,50,16,16.9,0,35,1,0,5,1,6,42.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
17,19.6,84,44,16.4,50000,89,0,1,5,1,7,41.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
24,0.1,86,27,19.7,50000,65,0,1,5,1,7,45.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
29,19.9,70,11,5.6,0,43,0,1,5,1,7,42.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2,-2.8,99,34,6.3,500,4,0,0,5,0,7,47.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
11,30.4,78,21,18.1,0,28,0,0,5,1,8,28.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
-1,14.3,73,38,4.7,2000,3,0,0,5,0,8,23.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
10,22.9,64,0,11.0,50000,98,0,0,5,1,8,33.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
-2,-2.9,34,36,14.1,0,85,0,1,5,0,8,33.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
25,16.4,80,20,5.4,10000,48,0,1,5,1,9,52.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,7.1,86,0,18.8,500,71,1,0,5,0,9,47.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
22,6.4,87,3,13.3,0,84,0,1,5,1,9,57.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
8,10.6,65,31,0.9,2000,7,0,0,5,1,9,26.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
-2,-5.0,39,57,2.7,0,51,0,0,5,0,10,28.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
13,13.7,79,0,3.8,0,68,0,0,5,1,10,46.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6,14.5,66,12,4.9,50000,20,0,0,5,1,10,45.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
18,29.5,49,45,14.6,0,26,1,1,5,1,10,18.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
17,12.9,42,46,1.8,0,37,0,1,5,1,11,32.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
